Date,Name,Event ID,Legacy Id,Event Status,Partner,Engagement Activity Type,Venue Name,Street Address,City,State,Zip,NN2 Venue Market,NN2 Consortia Partner Target Market,Event Recap Type Id,Collaboration Partner(s),Digital Recap | Digital Event Engagement,Digital Recap | # of Digital Event Attendees,Digital Recap | TWITTER,Digital Recap | # of Tweets,Digital Recap | Twitter Impressions,Digital Recap | Twitter Engagement,Digital Recap | FACEBOOK,Digital Recap | # of Facebook posts,Digital Recap | Facebook Reach,Digital Recap | Facebook Engagement,Digital Recap | INSTAGRAM,Digital Recap | # of Instagram posts,Digital Recap | Instagram Reach,Digital Recap | Instagram Impressions,Digital Recap | Instagram Engagement,Digital Recap | TWITTER CHAT,Digital Recap | # of Twitter Chat Attendees,Digital Recap | Twitter Chat Engagement,Digital Recap | FACEBOOK LIVE,Digital Recap | # of Facebook Live Attendees,Digital Recap | Facebook Live Engagement,Digital Recap | WhatsApp Reach,Digital Recap | LinkedIn Reach,Digital Recap | Blog Engagement,Digital Recap | Google Analytics Page Views,Digital Recap | Target/Primary Population,In-Person Recap | Est # of attendees,In-Person Recap | Est # of  Engagement,In-Person Recap | Reach of Tactic,In-Person Recap | Target/Primary Population,Hybrid Recap | Est # of attendees,Hybrid Recap | # of In-Person Attendees,Hybrid Recap | # of Virtual Attendees,Hybrid Recap | Est # of Engagement,Hybrid Recap | Target/Primary Population,Hybrid Recap | Most Resonating Messages,Non-Digital Non-Event Recap | Reach,"Non-Digital Non-Event Recap | If printed, how many were distributed?",Admin Recap | Accomplishments,Hybrid Recap | Concerns,Admin Recap | Barriers to participation,Admin Recap | Concerns expressed,Admin Recap | Challenges,Admin Recap | Lessons Learned,Admin Recap | Governance Activities Summary,Admin Recap | Best-resonating message,Admin Recap | Other notes,Partners | Digital - CPGI,Partners | Digital - CEP,Partners | Digital - FQHC,Partners | Digital - DV,Partners | In-Person - CPGI,Partners | In-Person - CEP,Partners | In-Person - DV,Partners | In-Person - HPO,Partners | In-Person - FQHC,Partners | Hybrid - CPGI,Partners | Hybrid - CEP,Partners | Hybrid - DV,Partners | Hybrid - HPO,Partners | Hybrid - FQHC,Partners | NonDig NonEvent - CPGI,Partners | NonDig NonEvent - CEP,Partners | NonDig NonEvent - DV,Partners | NonDig NonEvent - HPO,Partners | NonDig NonEvent - FQHC,Legacy | Organization Name,Legacy Recap | Est # of attendees,Legacy Recap | Est # of Engagement 1,Legacy Recap | Est # of Engagement 2,Legacy Recap | Name of Organization,Legacy Recap | YOUTUBE,Legacy Recap | # of YouTube videos,Legacy Recap | YouTube Reach,Legacy Recap | YouTube Engagement,Legacy Recap | TWITTER,Legacy Recap | # of Tweets,Legacy Recap | Twitter Impressions,Legacy Recap | Twitter Engagement,Legacy Recap | FACEBOOK,Legacy Recap | # of Facebook posts,Legacy Recap | Facebook Reach,Legacy Recap | Facebook Engagement,Legacy Recap | INSTAGRAM,Legacy Recap | # of Instagram posts,Legacy Recap | Instagram Reach,Legacy Recap | Instagram Impressions,Legacy Recap | Instagram Engagement,Legacy Recap | Instagram Exp Audience Reach,Legacy Recap | Target/Primary Population,Legacy Recap | Accomplishments,Legacy Recap | Challenges,Legacy Recap | Lessons Learned,Legacy Recap | Best-resonating Messages,Legacy Recap | Governance Activities Summary,Legacy Recap | Concerns Expressed,Legacy Recap | Barriers to Participation,Legacy Recap | Tactics and strategies,Legacy Recap | Other Notes,Digital Recap | CTA,Digital Recap | CTA Text 1,Digital Recap | CTA Text 2,Digital Recap | CTA Text 3,Digital Recap | CTA Text 4,Hybrid Recap | CTA,Hybrid Recap | CTA Text 1,Hybrid Recap | CTA Text 2,Hybrid Recap | CTA Text 3,Hybrid Recap | CTA Text 4,In-Person Recap | CTA,In-Person Recap | CTA Text 1,In-Person Recap | CTA Text 2,In-Person Recap | CTA Text 3,In-Person Recap | CTA Text 4,Non-Digital Non-Event Recap | CTA,Non-Digital Non-Event Recap | CTA Text 1,Non-Digital Non-Event Recap | CTA Text 2,Non-Digital Non-Event Recap | CTA Text 3,Non-Digital Non-Event Recap | CTA Text 4,Research Facing,TYPE,sum,Recap Type Submitted,#-Total Social Media Posts,#-Total Social Media Impressions,#-Total Social Media Engagement,#-Total Social Media Reach,#-Total Digital Attendees,#-Total Digital Engagement,#-Total Attendees,#-Total Engagement,#-Total Reach,#-Total Page Views,#-Total Material Distributed,Target Population,Partners Recapped,CTA,CTA Text,Accomplishments,Challenges,Lessons Learned,Barriers to Participation,Best-resonating message,Concerns expressed,Other notes,Governance Activities Summary
2019-06-07,NBC USA -- Trans-American Consortium: Detroit,10884,462735.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,True Love Baptist Church,8200 Tireman Avenue,Detroit,MI                                                                                                                                                                                                      ,48204,Michigan,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-08,Asian Health Coalition-Chinese Wellness Day,11965,463747.0,Cancelled Last Minute,In-Person Event,Events,Saint Barnabas Ambulatory Health Care Center,200 South Orange Avenue,Livingston,NJ                                                                                                                                                                                                      ,07039,New Jersey,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian Health Coalition,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-14,UnidosUS / LCDA Diabetes Prevention Class,11554,463106.0,Cancelled Last Minute,In-Person Event,Events,Latino Community Development Agency ,4550 South May,Oklahoma City,OK                                                                                                                                                                                                      ,73119,Oklahoma,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnidosUS,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-24,NBC USA - - Southwest District Annual Meeting,11655,463460.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Ebenezer Baptist Church,1548 FD Reese Street,Selma,AL                                                                                                                                                                                                      ,36703,Alabama,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-24,FiftyForward/MDHA Hadley Park Towers Service Fair,11571,462809.0,Cancelled Last Minute,In-Person Event,Events,Hadley Park Towers,2901 John Merritt Boulevard,Nashville,TN                                                                                                                                                                                                      ,37209,Tennessee ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FiftyForward,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-25,FiftyForward/MDHA Gernert Studio Service Fair,11577,462810.0,Cancelled Last Minute,In-Person Event,Events,MDHA Gernert Studio Apartments,1101 Edgefield Avenue,Nashville,TN                                                                                                                                                                                                      ,37203,Tennessee ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FiftyForward,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-26,FiftyForward/MDHA Madison Tower Service Fair,11567,462811.0,Cancelled Last Minute,In-Person Event,Events,MDHA Madison Tower,591 North Dupont,Nashville,TN                                                                                                                                                                                                      ,37115,Tennessee ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FiftyForward,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-26,NBC USA - - Southwest District Annual Meeting,11658,463458.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Ebenezer Baptist Church,1548 FD Reese Street,Selma,AL                                                                                                                                                                                                      ,36703,Alabama,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-27,BGLC: Kappa Alpha Psi Charlotte Alumni Community Fair,10651,462666.0,Cancelled,In-Person Event,Booth/Tabling,Kappa Alpha Psi Alumni House,5409 Beatties Ft. road,Charlotte,NC                                                                                                                                                                                                      ,28216,North Carolina ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kappa Alpha Psi Fraternity, Inc. (Kappa)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-27,PRIDEnet Monthy Social Media Reporting -  May 2019,11467,463239.0,Cancelled Last Minute,Digital Event,Monthly Summary Report,Online,Not applicable,Not applicable,CA                                                                                                                                                                                                      ,,Florida,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanford University,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-27,NBC USA - - Southwest District Annual Meeting,11660,463459.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Ebenezer Baptist Church,1548 FD Reese Street,Selma,AL                                                                                                                                                                                                      ,36703,Alabama,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-27,FiftyForward/MDHA Vine Hill Apartments Service Fair,11579,462812.0,Cancelled Last Minute,In-Person Event,Events,MDHA Vine Hill Apartments,625 Benton Avenue,Nashville,TN                                                                                                                                                                                                      ,37204,Tennessee ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FiftyForward,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-06-28,FiftyForward/MDHA Parthenon Towers Service Fair,11065,462813.0,Cancelled Last Minute,In-Person Event,Events,MDHA Parthenon Towers,301 28th Avenue,Nashville,TN                                                                                                                                                                                                      ,37203,Tennessee ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FiftyForward,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-08,NBC USA -- Lincoln Southern District Congress,10762,462742.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Bethel Institutional Baptist Church,5530 Selinsky,Houston,TX                                                                                                                                                                                                      ,,Texas,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-08,NBC USA -- Wisconsin State Affiliate Convention,11623,462598.0,Cancelled,In-Person Event,Events,Way of the Cross Baptist Church,1401 West Hadley Street,Milwaukee,WI                                                                                                                                                                                                      ,53206,Wisconsin ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-09,NBC USA -- Lincoln Southern District Congress,10724,463463.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Bethel Institutional Baptist Church,5530 Selinsky,Houston,TX                                                                                                                                                                                                      ,,Texas,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-09,NBC USA -- Wisconsin State Affiliate Convention,11614,463454.0,Cancelled,In-Person Event,Events,Way of the Cross Baptist Church,1401 West Hadley Street,Milwaukee,WI                                                                                                                                                                                                      ,53206,Wisconsin ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-09,NBC USA -- Northeast District Annual Meeting,11631,462607.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Mt. Zion Baptist Church,401 West 10th Street,Sylacauga,AL                                                                                                                                                                                                      ,35150,Alabama,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-09,NBC USA - Northeast District Annual Meeting,10983,462725.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Mt. Zion Baptist Church,401 West 10th Street,Sylacauga,AL                                                                                                                                                                                                      ,35150,Alabama,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-09,NAHN/DC Metro: Celebrate Fairfax Festival ,11543,463308.0,Cancelled Last Minute,In-Person Event,Booth/Tabling,Celebrate Fairfax- Large Fair Event Parking lot,12000 Government Center Parkway Fairfax,Fairfax,VA                                                                                                                                                                                                      ,22035,District of Columbia,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Association of Hispanic Nurses (NAHN),0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-10,NBC USA -- Wisconsin State Affiliate Convention,11618,463455.0,Cancelled,In-Person Event,Events,Way of the Cross Baptist Church,1401 West Hadley Street,Milwaukee,WI                                                                                                                                                                                                      ,53206,Wisconsin ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-10,NBC USA -- Lincoln Southern District Congress,10771,463464.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Bethel Institutional Baptist Church,5530 Selinsky,Houston,TX                                                                                                                                                                                                      ,,Texas,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-10,NBC USA -- Northeast District Annual Meeting,11634,463461.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Mt. Zion Baptist Church,401 West 10th Street,Sylacauga,AL                                                                                                                                                                                                      ,35150,Alabama,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-11,LULAC - Video Presentation at the LULAC National Convention ,11534,463144.0,Cancelled Last Minute,In-Person Event,Events,Wisconsin Center,400 W. Wisconsin Ave,Milwaukee,WI                                                                                                                                                                                                      ,53203,Wisconsin ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,League of United Latin American Citizens (LULAC),0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-12,NBC USA -- Wisconsin State Affiliate Convention,11619,463457.0,Cancelled,In-Person Event,Events,Way of the Cross Baptist Church,1401 West Hadley Street,Milwaukee,WI                                                                                                                                                                                                      ,53206,Wisconsin ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-13,NBC USA -- Memphis Area NBCUSA H.O.P.E. Conference,10860,462737.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,Greater Mt. Zion Baptist Church,2070 Chelsea Avenue,Memphis,TN                                                                                                                                                                                                      ,38108,Tennessee ,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-16,NBC USA -- Northwest District Annual Meeting,11262,462726.0,Cancelled,In-Person Event,Speaker Engagement/Presentation,First Baptist Church,59th Street,Fairfield,AL                                                                                                                                                                                                      ,35064,Alabama,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Baptist Convention, USA (NBCUSA)",0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-20,NAHN/Alabama: 10th Year Anniversary Back to School ,11596,463489.0,Cancelled Last Minute,In-Person Event,Booth/Tabling,test university,test,test,LA                                                                                                                                                                                                      ,22132,Alabama,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Association of Hispanic Nurses (NAHN),0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-23,NAHH / Washington State University Health Sciences Spokane ,11913,463295.0,Cancelled,In-Person Event,All of Us Journey 2,WSU HEALTH SCIENCES SPOKANE,412 E SPOKANE FALLS BLVD,Spokane ,WA                                                                                                                                                                                                      ,99202,Washington,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Alliance for Hispanic Health,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-23,NAHH / Washington State University Health Sciences Spokane ,12033,463294.0,Cancelled,In-Person Event,All of Us Journey 2,WSU HEALTH SCIENCES SPOKANE,412 E SPOKANE FALLS BLVD,Spokane ,WA                                                                                                                                                                                                      ,99202,Washington,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Alliance for Hispanic Health,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-24,NAHH / Washington State University Health Sciences Spokane ,11273,463293.0,Cancelled Last Minute,In-Person Event,All of Us Journey 2,WSU HEALTH SCIENCES SPOKANE,412 E SPOKANE FALLS BLVD,Spokane ,WA                                                                                                                                                                                                      ,99202,Washington,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Alliance for Hispanic Health,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-24,AAHD/ 2019 NCIL Conference ,11240,462713.0,Cancelled Last Minute,In-Person Event,Modular Exhibit Panels,Grand Hyatt Washington,1000 H St NW,Washington,DC                                                                                                                                                                                                      ,20001,District of Columbia,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Association on Health and Disability (AAHD),0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2019-07-26,Asian Health Coalition / All of Us Chicago Chinatown Journey 1 Event,11911,463720.0,Cancelled Last Minute,In-Person Event,All of Us Journey 1,Chinatown Square,2133 S China Pl,Chicago,IL                                                                                                                                                                                                      ,60616,Illinois,,0,,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian Health Coalition,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,CANCELLED,0,Not Recapped,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
